ENSMUSG00000000001	ENSG00000065135
ENSMUSG00000095260	ENSG00000274210
ENSMUSG00000095260	ENSG00000275405
ENSMUSG00000095260	ENSG00000275538
ENSMUSG00000095260	ENSG00000277918
ENSMUSG00000095264	ENSG00000147059
ENSMUSG00000095264	ENSG00000186787
ENSMUSG00000095266	ENSG00000167815
ENSMUSG00000095270	ENSG00000120235
ENSMUSG00000095270	ENSG00000120242
ENSMUSG00000095270	ENSG00000137080
ENSMUSG00000095270	ENSG00000147873
ENSMUSG00000095270	ENSG00000147885
ENSMUSG00000095270	ENSG00000186803
ENSMUSG00000095270	ENSG00000188379
ENSMUSG00000095270	ENSG00000197919
ENSMUSG00000095270	ENSG00000214042
ENSMUSG00000095270	ENSG00000228083
ENSMUSG00000095270	ENSG00000233816
ENSMUSG00000095270	ENSG00000234829
ENSMUSG00000095270	ENSG00000236637
ENSMUSG00000095276	ENSG00000261949
ENSMUSG00000095304	ENSG00000189129
ENSMUSG00000095312	ENSG00000127780
ENSMUSG00000095312	ENSG00000180016
ENSMUSG00000095315	ENSG00000198429
ENSMUSG00000095315	ENSG00000213297
ENSMUSG00000095315	ENSG00000257355
ENSMUSG00000095316	ENSG00000126752
ENSMUSG00000095316	ENSG00000165583
ENSMUSG00000095316	ENSG00000165584
ENSMUSG00000095316	ENSG00000187754
ENSMUSG00000095316	ENSG00000241476
ENSMUSG00000095316	ENSG00000268009
ENSMUSG00000095316	ENSG00000268447
ENSMUSG00000095316	ENSG00000269791
ENSMUSG00000095319	ENSG00000212526
ENSMUSG00000095320	ENSG00000137077
ENSMUSG00000095325	ENSG00000214189
ENSMUSG00000095333	ENSG00000212461
ENSMUSG00000095333	ENSG00000212589
ENSMUSG00000095333	ENSG00000281808
ENSMUSG00000095339	ENSG00000180532
ENSMUSG00000095349	ENSG00000212553
ENSMUSG00000095362	ENSG00000214189
ENSMUSG00000095370	ENSG00000211793
ENSMUSG00000095374	ENSG00000212553
ENSMUSG00000095377	ENSG00000204688
ENSMUSG00000095379	ENSG00000207457
ENSMUSG00000095387	ENSG00000211793
ENSMUSG00000095388	ENSG00000203857
ENSMUSG00000095388	ENSG00000203859
ENSMUSG00000095389	ENSG00000212553
ENSMUSG00000095395	ENSG00000274998
ENSMUSG00000095401	ENSG00000188324
ENSMUSG00000095407	ENSG00000206432
ENSMUSG00000095409	ENSG00000116721
ENSMUSG00000095409	ENSG00000116726
ENSMUSG00000095409	ENSG00000120952
ENSMUSG00000095409	ENSG00000182330
ENSMUSG00000095409	ENSG00000187545
ENSMUSG00000095409	ENSG00000204478
ENSMUSG00000095409	ENSG00000204479
ENSMUSG00000095409	ENSG00000204480
ENSMUSG00000095409	ENSG00000204481
ENSMUSG00000095409	ENSG00000204501
ENSMUSG00000095409	ENSG00000204505
ENSMUSG00000095409	ENSG00000204510
ENSMUSG00000095409	ENSG00000229571
ENSMUSG00000095409	ENSG00000232423
ENSMUSG00000095409	ENSG00000239810
ENSMUSG00000095409	ENSG00000243073
ENSMUSG00000095409	ENSG00000270601
ENSMUSG00000095409	ENSG00000274764
ENSMUSG00000095409	ENSG00000279804
ENSMUSG00000095409	ENSG00000280267
ENSMUSG00000095416	ENSG00000211950
ENSMUSG00000095416	ENSG00000281990
ENSMUSG00000095426	ENSG00000211783
ENSMUSG00000095431	ENSG00000207518
ENSMUSG00000095432	ENSG00000160321
ENSMUSG00000095432	ENSG00000167232
ENSMUSG00000095432	ENSG00000182903
ENSMUSG00000095432	ENSG00000196350
ENSMUSG00000095432	ENSG00000213973
ENSMUSG00000095446	ENSG00000252561
ENSMUSG00000095456	ENSG00000137070
ENSMUSG00000095458	ENSG00000212553
ENSMUSG00000095463	ENSG00000197217
ENSMUSG00000095464	ENSG00000138495
ENSMUSG00000095472	ENSG00000221241
ENSMUSG00000095474	ENSG00000234469
ENSMUSG00000095475	ENSG00000116721
ENSMUSG00000095475	ENSG00000116726
ENSMUSG00000095475	ENSG00000120952
ENSMUSG00000095475	ENSG00000182330
ENSMUSG00000095475	ENSG00000187545
ENSMUSG00000095475	ENSG00000204478
ENSMUSG00000095475	ENSG00000204479
ENSMUSG00000095475	ENSG00000204480
ENSMUSG00000095475	ENSG00000204481
ENSMUSG00000095475	ENSG00000204501
ENSMUSG00000095475	ENSG00000204505
ENSMUSG00000095475	ENSG00000204510
ENSMUSG00000095475	ENSG00000229571
ENSMUSG00000095475	ENSG00000232423
ENSMUSG00000095475	ENSG00000239810
ENSMUSG00000095475	ENSG00000243073
ENSMUSG00000095475	ENSG00000270601
ENSMUSG00000095475	ENSG00000274764
ENSMUSG00000095475	ENSG00000279804
ENSMUSG00000095475	ENSG00000280267
ENSMUSG00000095479	ENSG00000212553
ENSMUSG00000095495	ENSG00000211787
ENSMUSG00000095497	ENSG00000211592
ENSMUSG00000095498	ENSG00000120235
ENSMUSG00000095498	ENSG00000120242
ENSMUSG00000095498	ENSG00000137080
ENSMUSG00000095498	ENSG00000147873
ENSMUSG00000095498	ENSG00000147885
ENSMUSG00000095498	ENSG00000186803
ENSMUSG00000095498	ENSG00000188379
ENSMUSG00000095498	ENSG00000197919
ENSMUSG00000095498	ENSG00000214042
ENSMUSG00000095498	ENSG00000228083
ENSMUSG00000095498	ENSG00000233816
ENSMUSG00000095498	ENSG00000234829
ENSMUSG00000095498	ENSG00000236637
ENSMUSG00000095500	ENSG00000079263
ENSMUSG00000095503	ENSG00000116721
ENSMUSG00000095503	ENSG00000116726
ENSMUSG00000095503	ENSG00000120952
ENSMUSG00000095503	ENSG00000182330
ENSMUSG00000095503	ENSG00000187545
ENSMUSG00000095503	ENSG00000204478
ENSMUSG00000095503	ENSG00000204479
ENSMUSG00000095503	ENSG00000204480
ENSMUSG00000095503	ENSG00000204481
ENSMUSG00000095503	ENSG00000204501
ENSMUSG00000095503	ENSG00000204505
ENSMUSG00000095503	ENSG00000204510
ENSMUSG00000095503	ENSG00000229571
ENSMUSG00000095503	ENSG00000232423
ENSMUSG00000095503	ENSG00000239810
ENSMUSG00000095503	ENSG00000243073
ENSMUSG00000095503	ENSG00000270601
ENSMUSG00000095503	ENSG00000274764
ENSMUSG00000095503	ENSG00000279804
ENSMUSG00000095503	ENSG00000280267
ENSMUSG00000095506	ENSG00000202513
ENSMUSG00000095513	ENSG00000206585
ENSMUSG00000095513	ENSG00000206588
ENSMUSG00000095513	ENSG00000206596
ENSMUSG00000095513	ENSG00000206652
ENSMUSG00000095513	ENSG00000206737
ENSMUSG00000095513	ENSG00000207005
ENSMUSG00000095513	ENSG00000207205
ENSMUSG00000095513	ENSG00000207389
ENSMUSG00000095513	ENSG00000207501
ENSMUSG00000095513	ENSG00000207513
ENSMUSG00000095513	ENSG00000270722
ENSMUSG00000095513	ENSG00000273768
ENSMUSG00000095513	ENSG00000274210
ENSMUSG00000095513	ENSG00000275405
ENSMUSG00000095513	ENSG00000275538
ENSMUSG00000095513	ENSG00000277918
ENSMUSG00000095519	ENSG00000211950
ENSMUSG00000095519	ENSG00000281990
ENSMUSG00000095523	ENSG00000116721
ENSMUSG00000095523	ENSG00000116726
ENSMUSG00000095523	ENSG00000120952
ENSMUSG00000095523	ENSG00000182330
ENSMUSG00000095523	ENSG00000187545
ENSMUSG00000095523	ENSG00000204478
ENSMUSG00000095523	ENSG00000204479
ENSMUSG00000095523	ENSG00000204480
ENSMUSG00000095523	ENSG00000204481
ENSMUSG00000095523	ENSG00000204501
ENSMUSG00000095523	ENSG00000204505
ENSMUSG00000095523	ENSG00000204510
ENSMUSG00000095523	ENSG00000229571
ENSMUSG00000095523	ENSG00000232423
ENSMUSG00000095523	ENSG00000239810
ENSMUSG00000095523	ENSG00000243073
ENSMUSG00000095523	ENSG00000270601
ENSMUSG00000095523	ENSG00000274764
ENSMUSG00000095523	ENSG00000279804
ENSMUSG00000095523	ENSG00000280267
ENSMUSG00000095525	ENSG00000170920
ENSMUSG00000095530	ENSG00000207468
ENSMUSG00000095531	ENSG00000200070
ENSMUSG00000095531	ENSG00000201628
ENSMUSG00000095538	ENSG00000261857
ENSMUSG00000095538	ENSG00000268975
ENSMUSG00000095542	ENSG00000212553
ENSMUSG00000095545	ENSG00000214189
ENSMUSG00000095552	ENSG00000205108
ENSMUSG00000095560	ENSG00000211803
ENSMUSG00000095567	ENSG00000188976
ENSMUSG00000095570	ENSG00000116721
ENSMUSG00000095570	ENSG00000116726
ENSMUSG00000095570	ENSG00000120952
ENSMUSG00000095570	ENSG00000182330
ENSMUSG00000095570	ENSG00000187545
ENSMUSG00000095570	ENSG00000204478
ENSMUSG00000095570	ENSG00000204479
ENSMUSG00000095570	ENSG00000204480
ENSMUSG00000095570	ENSG00000204481
ENSMUSG00000095570	ENSG00000204501
ENSMUSG00000095570	ENSG00000204505
ENSMUSG00000095570	ENSG00000204510
ENSMUSG00000095570	ENSG00000229571
ENSMUSG00000095570	ENSG00000232423
ENSMUSG00000095570	ENSG00000239810
ENSMUSG00000095570	ENSG00000243073
ENSMUSG00000095570	ENSG00000270601
ENSMUSG00000095570	ENSG00000274764
ENSMUSG00000095570	ENSG00000279804
ENSMUSG00000095570	ENSG00000280267
ENSMUSG00000095574	ENSG00000276405
ENSMUSG00000095580	ENSG00000206585
ENSMUSG00000095580	ENSG00000206588
ENSMUSG00000095580	ENSG00000206596
ENSMUSG00000095580	ENSG00000206652
ENSMUSG00000095580	ENSG00000206737
ENSMUSG00000095580	ENSG00000207005
ENSMUSG00000095580	ENSG00000207205
ENSMUSG00000095580	ENSG00000207389
ENSMUSG00000095580	ENSG00000207501
ENSMUSG00000095580	ENSG00000207513
ENSMUSG00000095580	ENSG00000270722
ENSMUSG00000095580	ENSG00000273768
ENSMUSG00000095580	ENSG00000274210
ENSMUSG00000095580	ENSG00000275405
ENSMUSG00000095580	ENSG00000275538
ENSMUSG00000095580	ENSG00000277918
ENSMUSG00000095583	ENSG00000211950
ENSMUSG00000095583	ENSG00000281990
ENSMUSG00000095584	ENSG00000199308
ENSMUSG00000095585	ENSG00000172724
ENSMUSG00000095589	ENSG00000211950
ENSMUSG00000095589	ENSG00000281990
ENSMUSG00000095593	ENSG00000187766
ENSMUSG00000095593	ENSG00000188155
ENSMUSG00000095593	ENSG00000189169
ENSMUSG00000095593	ENSG00000205445
ENSMUSG00000095593	ENSG00000212935
ENSMUSG00000095593	ENSG00000215454
ENSMUSG00000095593	ENSG00000215455
ENSMUSG00000095593	ENSG00000221837
ENSMUSG00000095593	ENSG00000221859
ENSMUSG00000095593	ENSG00000241123
ENSMUSG00000095593	ENSG00000243489
ENSMUSG00000095593	ENSG00000272804
ENSMUSG00000095594	ENSG00000212482
ENSMUSG00000095595	ENSG00000151327
ENSMUSG00000095607	ENSG00000211788
ENSMUSG00000095607	ENSG00000211791
ENSMUSG00000095618	ENSG00000212553
ENSMUSG00000095620	ENSG00000121552
ENSMUSG00000095623	ENSG00000137070
ENSMUSG00000095624	ENSG00000207010
ENSMUSG00000095635	ENSG00000207261
ENSMUSG00000095636	ENSG00000201433
ENSMUSG00000095639	ENSG00000212553
ENSMUSG00000095640	ENSG00000176495
ENSMUSG00000095641	ENSG00000212553
ENSMUSG00000095642	ENSG00000211950
ENSMUSG00000095642	ENSG00000281990
ENSMUSG00000095643	ENSG00000211802
ENSMUSG00000095646	ENSG00000211788
ENSMUSG00000095646	ENSG00000211791
ENSMUSG00000095648	ENSG00000214189
ENSMUSG00000095652	ENSG00000199337
ENSMUSG00000095654	ENSG00000231213
ENSMUSG00000095659	ENSG00000147059
ENSMUSG00000095659	ENSG00000186787
ENSMUSG00000095666	ENSG00000116721
ENSMUSG00000095666	ENSG00000116726
ENSMUSG00000095666	ENSG00000120952
ENSMUSG00000095666	ENSG00000182330
ENSMUSG00000095666	ENSG00000187545
ENSMUSG00000095666	ENSG00000204478
ENSMUSG00000095666	ENSG00000204479
ENSMUSG00000095666	ENSG00000204480
ENSMUSG00000095666	ENSG00000204481
ENSMUSG00000095666	ENSG00000204501
ENSMUSG00000095666	ENSG00000204505
ENSMUSG00000095666	ENSG00000204510
ENSMUSG00000095666	ENSG00000229571
ENSMUSG00000095666	ENSG00000232423
ENSMUSG00000095666	ENSG00000239810
ENSMUSG00000095666	ENSG00000243073
ENSMUSG00000095666	ENSG00000270601
ENSMUSG00000095666	ENSG00000274764
ENSMUSG00000095666	ENSG00000279804
ENSMUSG00000095666	ENSG00000280267
ENSMUSG00000095667	ENSG00000170923
ENSMUSG00000095672	ENSG00000135899
ENSMUSG00000095672	ENSG00000280755
ENSMUSG00000095673	ENSG00000183684
ENSMUSG00000095675	ENSG00000137077
ENSMUSG00000095676	ENSG00000199347
ENSMUSG00000095676	ENSG00000200566
ENSMUSG00000095676	ENSG00000201801
ENSMUSG00000095677	ENSG00000146425
ENSMUSG00000095687	ENSG00000026297
ENSMUSG00000095687	ENSG00000249141
ENSMUSG00000095689	ENSG00000211798
ENSMUSG00000095691	ENSG00000212553
ENSMUSG00000095696	ENSG00000205330
ENSMUSG00000095700	ENSG00000211943
ENSMUSG00000095700	ENSG00000211965
ENSMUSG00000095700	ENSG00000211976
ENSMUSG00000095700	ENSG00000225698
ENSMUSG00000095700	ENSG00000259490
ENSMUSG00000095700	ENSG00000277761
ENSMUSG00000095701	ENSG00000206585
ENSMUSG00000095701	ENSG00000206588
ENSMUSG00000095701	ENSG00000206596
ENSMUSG00000095701	ENSG00000206652
ENSMUSG00000095701	ENSG00000206737
ENSMUSG00000095701	ENSG00000207005
ENSMUSG00000095701	ENSG00000207205
ENSMUSG00000095701	ENSG00000207389
ENSMUSG00000095701	ENSG00000207501
ENSMUSG00000095701	ENSG00000207513
ENSMUSG00000095701	ENSG00000270722
ENSMUSG00000095701	ENSG00000273768
ENSMUSG00000095701	ENSG00000274210
ENSMUSG00000095701	ENSG00000275405
ENSMUSG00000095701	ENSG00000275538
ENSMUSG00000095701	ENSG00000277918
ENSMUSG00000095711	ENSG00000211803
ENSMUSG00000095718	ENSG00000116721
ENSMUSG00000095718	ENSG00000116726
ENSMUSG00000095718	ENSG00000120952
ENSMUSG00000095718	ENSG00000182330
ENSMUSG00000095718	ENSG00000187545
ENSMUSG00000095718	ENSG00000204478
ENSMUSG00000095718	ENSG00000204479
ENSMUSG00000095718	ENSG00000204480
ENSMUSG00000095718	ENSG00000204481
ENSMUSG00000095718	ENSG00000204501
ENSMUSG00000095718	ENSG00000204505
ENSMUSG00000095718	ENSG00000204510
ENSMUSG00000095718	ENSG00000229571
ENSMUSG00000095718	ENSG00000232423
ENSMUSG00000095718	ENSG00000239810
ENSMUSG00000095718	ENSG00000243073
ENSMUSG00000095718	ENSG00000270601
ENSMUSG00000095718	ENSG00000274764
ENSMUSG00000095718	ENSG00000279804
ENSMUSG00000095718	ENSG00000280267
ENSMUSG00000095721	ENSG00000187766
ENSMUSG00000095721	ENSG00000188155
ENSMUSG00000095721	ENSG00000189169
ENSMUSG00000095721	ENSG00000205445
ENSMUSG00000095721	ENSG00000212935
ENSMUSG00000095721	ENSG00000215454
ENSMUSG00000095721	ENSG00000215455
ENSMUSG00000095721	ENSG00000221837
ENSMUSG00000095721	ENSG00000221859
ENSMUSG00000095721	ENSG00000241123
ENSMUSG00000095721	ENSG00000243489
ENSMUSG00000095721	ENSG00000272804
ENSMUSG00000095728	ENSG00000116721
ENSMUSG00000095728	ENSG00000116726
ENSMUSG00000095728	ENSG00000120952
ENSMUSG00000095728	ENSG00000182330
ENSMUSG00000095728	ENSG00000187545
ENSMUSG00000095728	ENSG00000204478
ENSMUSG00000095728	ENSG00000204479
ENSMUSG00000095728	ENSG00000204480
ENSMUSG00000095728	ENSG00000204481
ENSMUSG00000095728	ENSG00000204501
ENSMUSG00000095728	ENSG00000204505
ENSMUSG00000095728	ENSG00000204510
ENSMUSG00000095728	ENSG00000229571
ENSMUSG00000095728	ENSG00000232423
ENSMUSG00000095728	ENSG00000239810
ENSMUSG00000095728	ENSG00000243073
ENSMUSG00000095728	ENSG00000270601
ENSMUSG00000095728	ENSG00000274764
ENSMUSG00000095728	ENSG00000279804
ENSMUSG00000095728	ENSG00000280267
ENSMUSG00000095729	ENSG00000206997
ENSMUSG00000095732	ENSG00000212461
ENSMUSG00000095732	ENSG00000212589
ENSMUSG00000095732	ENSG00000281808
ENSMUSG00000095734	ENSG00000212553
ENSMUSG00000095736	ENSG00000211785
ENSMUSG00000095736	ENSG00000211789
ENSMUSG00000095736	ENSG00000211794
ENSMUSG00000095744	ENSG00000212358
ENSMUSG00000095744	ENSG00000277717
ENSMUSG00000095754	ENSG00000147059
ENSMUSG00000095754	ENSG00000186787
ENSMUSG00000095756	ENSG00000211793
ENSMUSG00000095763	ENSG00000116721
ENSMUSG00000095763	ENSG00000116726
ENSMUSG00000095763	ENSG00000120952
ENSMUSG00000095763	ENSG00000182330
ENSMUSG00000095763	ENSG00000187545
ENSMUSG00000095763	ENSG00000204478
ENSMUSG00000095763	ENSG00000204479
ENSMUSG00000095763	ENSG00000204480
ENSMUSG00000095763	ENSG00000204481
ENSMUSG00000095763	ENSG00000204501
ENSMUSG00000095763	ENSG00000204505
ENSMUSG00000095763	ENSG00000204510
ENSMUSG00000095763	ENSG00000229571
ENSMUSG00000095763	ENSG00000232423
ENSMUSG00000095763	ENSG00000239810
ENSMUSG00000095763	ENSG00000243073
ENSMUSG00000095763	ENSG00000270601
ENSMUSG00000095763	ENSG00000274764
ENSMUSG00000095763	ENSG00000279804
ENSMUSG00000095763	ENSG00000280267
ENSMUSG00000095770	ENSG00000147059
ENSMUSG00000095770	ENSG00000186787
ENSMUSG00000095771	ENSG00000231292
ENSMUSG00000095771	ENSG00000239819
ENSMUSG00000095771	ENSG00000239855
ENSMUSG00000095771	ENSG00000239862
ENSMUSG00000095771	ENSG00000239975
ENSMUSG00000095771	ENSG00000240382
ENSMUSG00000095771	ENSG00000240864
ENSMUSG00000095771	ENSG00000241244
ENSMUSG00000095771	ENSG00000241755
ENSMUSG00000095771	ENSG00000242076
ENSMUSG00000095771	ENSG00000242371
ENSMUSG00000095771	ENSG00000242580
ENSMUSG00000095771	ENSG00000242766
ENSMUSG00000095771	ENSG00000243466
ENSMUSG00000095771	ENSG00000244575
ENSMUSG00000095771	ENSG00000250036
ENSMUSG00000095771	ENSG00000251546
ENSMUSG00000095771	ENSG00000276566
ENSMUSG00000095771	ENSG00000278857
ENSMUSG00000095772	ENSG00000281147
ENSMUSG00000095778	ENSG00000238374
ENSMUSG00000095778	ENSG00000238721
ENSMUSG00000095778	ENSG00000252417
ENSMUSG00000095778	ENSG00000276376
ENSMUSG00000095779	ENSG00000205108
ENSMUSG00000095780	ENSG00000206732
ENSMUSG00000095788	ENSG00000089012
ENSMUSG00000095788	ENSG00000101307
ENSMUSG00000095788	ENSG00000198053
ENSMUSG00000095789	ENSG00000185290
ENSMUSG00000095791	ENSG00000206625
ENSMUSG00000095792	ENSG00000238374
ENSMUSG00000095792	ENSG00000238721
ENSMUSG00000095792	ENSG00000252417
ENSMUSG00000095792	ENSG00000276376
ENSMUSG00000095817	ENSG00000187766
ENSMUSG00000095817	ENSG00000188155
ENSMUSG00000095817	ENSG00000189169
ENSMUSG00000095817	ENSG00000205445
ENSMUSG00000095817	ENSG00000212935
ENSMUSG00000095817	ENSG00000215454
ENSMUSG00000095817	ENSG00000215455
ENSMUSG00000095817	ENSG00000221837
ENSMUSG00000095817	ENSG00000221859
ENSMUSG00000095817	ENSG00000241123
ENSMUSG00000095817	ENSG00000243489
ENSMUSG00000095817	ENSG00000272804
ENSMUSG00000095822	ENSG00000121067
ENSMUSG00000095824	ENSG00000163510
ENSMUSG00000095831	ENSG00000213215
ENSMUSG00000095831	ENSG00000221910
ENSMUSG00000095831	ENSG00000279723
ENSMUSG00000095852	ENSG00000169800
ENSMUSG00000095852	ENSG00000226941
ENSMUSG00000095852	ENSG00000234414
ENSMUSG00000095852	ENSG00000242389
ENSMUSG00000095852	ENSG00000242875
ENSMUSG00000095852	ENSG00000244395
ENSMUSG00000095854	ENSG00000211803
ENSMUSG00000095859	ENSG00000211950
ENSMUSG00000095859	ENSG00000281990
ENSMUSG00000095862	ENSG00000211793
ENSMUSG00000095892	ENSG00000199568
ENSMUSG00000095896	ENSG00000120235
ENSMUSG00000095896	ENSG00000120242
ENSMUSG00000095896	ENSG00000137080
ENSMUSG00000095896	ENSG00000147873
ENSMUSG00000095896	ENSG00000147885
ENSMUSG00000095896	ENSG00000186803
ENSMUSG00000095896	ENSG00000188379
ENSMUSG00000095896	ENSG00000197919
ENSMUSG00000095896	ENSG00000214042
ENSMUSG00000095896	ENSG00000228083
ENSMUSG00000095896	ENSG00000233816
ENSMUSG00000095896	ENSG00000234829
ENSMUSG00000095896	ENSG00000236637
ENSMUSG00000095898	ENSG00000206606
ENSMUSG00000095898	ENSG00000207136
ENSMUSG00000095909	ENSG00000214189
ENSMUSG00000095910	ENSG00000183303
ENSMUSG00000095915	ENSG00000200839
ENSMUSG00000095929	ENSG00000183303
ENSMUSG00000095930	ENSG00000177453
ENSMUSG00000095939	ENSG00000238374
ENSMUSG00000095939	ENSG00000238721
ENSMUSG00000095939	ENSG00000252417
ENSMUSG00000095939	ENSG00000276376
ENSMUSG00000095944	ENSG00000201736
ENSMUSG00000095944	ENSG00000252346
ENSMUSG00000095948	ENSG00000169800
ENSMUSG00000095948	ENSG00000226941
ENSMUSG00000095948	ENSG00000234414
ENSMUSG00000095948	ENSG00000242389
ENSMUSG00000095948	ENSG00000242875
ENSMUSG00000095948	ENSG00000244395
ENSMUSG00000095954	ENSG00000116721
ENSMUSG00000095954	ENSG00000116726
ENSMUSG00000095954	ENSG00000120952
ENSMUSG00000095954	ENSG00000182330
ENSMUSG00000095954	ENSG00000187545
ENSMUSG00000095954	ENSG00000204478
ENSMUSG00000095954	ENSG00000204479
ENSMUSG00000095954	ENSG00000204480
ENSMUSG00000095954	ENSG00000204481
ENSMUSG00000095954	ENSG00000204501
ENSMUSG00000095954	ENSG00000204505
ENSMUSG00000095954	ENSG00000204510
ENSMUSG00000095954	ENSG00000229571
ENSMUSG00000095954	ENSG00000232423
ENSMUSG00000095954	ENSG00000239810
ENSMUSG00000095954	ENSG00000243073
ENSMUSG00000095954	ENSG00000270601
ENSMUSG00000095954	ENSG00000274764
ENSMUSG00000095954	ENSG00000279804
ENSMUSG00000095954	ENSG00000280267
ENSMUSG00000095955	ENSG00000206965
ENSMUSG00000095957	ENSG00000170920
ENSMUSG00000095958	ENSG00000211798
ENSMUSG00000095970	ENSG00000187766
ENSMUSG00000095970	ENSG00000188155
ENSMUSG00000095970	ENSG00000189169
ENSMUSG00000095970	ENSG00000205445
ENSMUSG00000095970	ENSG00000212935
ENSMUSG00000095970	ENSG00000215454
ENSMUSG00000095970	ENSG00000215455
ENSMUSG00000095970	ENSG00000221837
ENSMUSG00000095970	ENSG00000221859
ENSMUSG00000095970	ENSG00000241123
ENSMUSG00000095970	ENSG00000243489
ENSMUSG00000095970	ENSG00000272804
ENSMUSG00000095972	ENSG00000206625
ENSMUSG00000095979	ENSG00000139351
ENSMUSG00000095980	ENSG00000252561
ENSMUSG00000095981	ENSG00000211943
ENSMUSG00000095981	ENSG00000211965
ENSMUSG00000095981	ENSG00000211976
ENSMUSG00000095981	ENSG00000225698
ENSMUSG00000095981	ENSG00000259490
ENSMUSG00000095981	ENSG00000277761
ENSMUSG00000095990	ENSG00000214189
ENSMUSG00000095996	ENSG00000116721
ENSMUSG00000095996	ENSG00000116726
ENSMUSG00000095996	ENSG00000120952
ENSMUSG00000095996	ENSG00000182330
ENSMUSG00000095996	ENSG00000187545
ENSMUSG00000095996	ENSG00000204478
ENSMUSG00000095996	ENSG00000204479
ENSMUSG00000095996	ENSG00000204480
ENSMUSG00000095996	ENSG00000204481
ENSMUSG00000095996	ENSG00000204501
ENSMUSG00000095996	ENSG00000204505
ENSMUSG00000095996	ENSG00000204510
ENSMUSG00000095996	ENSG00000229571
ENSMUSG00000095996	ENSG00000232423
ENSMUSG00000095996	ENSG00000239810
ENSMUSG00000095996	ENSG00000243073
ENSMUSG00000095996	ENSG00000270601
ENSMUSG00000095996	ENSG00000274764
ENSMUSG00000095996	ENSG00000279804
ENSMUSG00000095996	ENSG00000280267
ENSMUSG00000095998	ENSG00000206746
ENSMUSG00000096001	ENSG00000188373
ENSMUSG00000096005	ENSG00000201744
ENSMUSG00000096011	ENSG00000120235
ENSMUSG00000096011	ENSG00000120242
ENSMUSG00000096011	ENSG00000137080
ENSMUSG00000096011	ENSG00000147873
ENSMUSG00000096011	ENSG00000147885
ENSMUSG00000096011	ENSG00000186803
ENSMUSG00000096011	ENSG00000188379
ENSMUSG00000096011	ENSG00000197919
ENSMUSG00000096011	ENSG00000214042
ENSMUSG00000096011	ENSG00000228083
ENSMUSG00000096011	ENSG00000233816
ENSMUSG00000096011	ENSG00000234829
ENSMUSG00000096011	ENSG00000236637
ENSMUSG00000096014	ENSG00000182968
ENSMUSG00000096016	ENSG00000139351
ENSMUSG00000096017	ENSG00000212553
ENSMUSG00000096019	ENSG00000212553
ENSMUSG00000096020	ENSG00000211950
ENSMUSG00000096020	ENSG00000281990
ENSMUSG00000096021	ENSG00000199924
ENSMUSG00000096022	ENSG00000202528
ENSMUSG00000096029	ENSG00000184478
ENSMUSG00000096038	ENSG00000211802
ENSMUSG00000096044	ENSG00000116721
ENSMUSG00000096044	ENSG00000116726
ENSMUSG00000096044	ENSG00000120952
ENSMUSG00000096044	ENSG00000182330
ENSMUSG00000096044	ENSG00000187545
ENSMUSG00000096044	ENSG00000204478
ENSMUSG00000096044	ENSG00000204479
ENSMUSG00000096044	ENSG00000204480
ENSMUSG00000096044	ENSG00000204481
ENSMUSG00000096044	ENSG00000204501
ENSMUSG00000096044	ENSG00000204505
ENSMUSG00000096044	ENSG00000204510
ENSMUSG00000096044	ENSG00000229571
ENSMUSG00000096044	ENSG00000232423
ENSMUSG00000096044	ENSG00000239810
ENSMUSG00000096044	ENSG00000243073
ENSMUSG00000096044	ENSG00000270601
ENSMUSG00000096044	ENSG00000274764
ENSMUSG00000096044	ENSG00000279804
ENSMUSG00000096044	ENSG00000280267
ENSMUSG00000096054	ENSG00000131018
ENSMUSG00000096055	ENSG00000211798
ENSMUSG00000096057	ENSG00000212553
ENSMUSG00000096066	ENSG00000116721
ENSMUSG00000096066	ENSG00000116726
ENSMUSG00000096066	ENSG00000120952
ENSMUSG00000096066	ENSG00000182330
ENSMUSG00000096066	ENSG00000187545
ENSMUSG00000096066	ENSG00000204478
ENSMUSG00000096066	ENSG00000204479
ENSMUSG00000096066	ENSG00000204480
ENSMUSG00000096066	ENSG00000204481
ENSMUSG00000096066	ENSG00000204501
ENSMUSG00000096066	ENSG00000204505
ENSMUSG00000096066	ENSG00000204510
ENSMUSG00000096066	ENSG00000229571
ENSMUSG00000096066	ENSG00000232423
ENSMUSG00000096066	ENSG00000239810
ENSMUSG00000096066	ENSG00000243073
ENSMUSG00000096066	ENSG00000270601
ENSMUSG00000096066	ENSG00000274764
ENSMUSG00000096066	ENSG00000279804
ENSMUSG00000096066	ENSG00000280267
ENSMUSG00000096068	ENSG00000183303
ENSMUSG00000096070	ENSG00000212553
ENSMUSG00000096072	ENSG00000176746
ENSMUSG00000096072	ENSG00000232030
ENSMUSG00000096074	ENSG00000211950
ENSMUSG00000096074	ENSG00000281990
ENSMUSG00000096078	ENSG00000211950
ENSMUSG00000096078	ENSG00000281990
ENSMUSG00000096082	ENSG00000212553
ENSMUSG00000096087	ENSG00000212461
ENSMUSG00000096087	ENSG00000212589
ENSMUSG00000096087	ENSG00000281808
ENSMUSG00000096095	ENSG00000212553
ENSMUSG00000096106	ENSG00000211788
ENSMUSG00000096106	ENSG00000211791
ENSMUSG00000096110	ENSG00000212553
