ENSGID	CHR	START	END
ENSG00000270299	chr20	627270	656444
ENSG00000215397	chr20	642240	656823
ENSG00000101276	chr20	740724	749131
ENSG00000125898	chr20	814358	838106
ENSG00000101280	chr20	853296	896977
ENSG00000101282	chr20	939095	982907
ENSG00000125818	chr20	1093906	1160596
ENSG00000125895	chr20	1161205	1166059
ENSG00000215595	chr20	1184098	1188918
ENSG00000244588	chr20	1206700	1277065
ENSG00000101298	chr20	1246960	1289972
ENSG00000125775	chr20	1290619	1309883
ENSG00000203630	chr20	1316228	1317555
ENSG00000088832	chr20	1349622	1373806
ENSG00000088833	chr20	1422807	1454487
ENSG00000196209	chr20	1451386	1472233
ENSG00000125900	chr20	1514897	1539489
ENSG00000260861	chr20	1520790	1600655
ENSG00000101307	chr20	1544167	1600707
ENSG00000089012	chr20	1609798	1638425
ENSG00000198053	chr20	1875154	1920543
ENSG00000101327	chr20	1959403	1974732
ENSG00000125834	chr20	2082257	2157684
ENSG00000125780	chr20	2276647	2321724
ENSG00000166948	chr20	2361554	2413399
ENSG00000125835	chr20	2442280	2451499
ENSG00000256566	chr20	2447858	2489553
ENSG00000088876	chr20	2462463	2505348
ENSG00000149488	chr20	2517253	2622430
ENSG00000101361	chr20	2632791	2639039
ENSG00000101365	chr20	2639041	2644865
ENSG00000088881	chr20	2673524	2740753
ENSG00000088882	chr20	2774715	2781283
ENSG00000198326	chr20	2795614	2800930
ENSG00000241690	chr20	2795614	2798712
ENSG00000258713	chr20	2795633	2796479
ENSG00000132635	chr20	2815960	2821836
ENSG00000215305	chr20	2821349	2847378
ENSG00000132670	chr20	2844830	3019722
ENSG00000125787	chr20	3024268	3026393
ENSG00000125901	chr20	3026591	3028900
ENSG00000101405	chr20	3052266	3053163
ENSG00000101200	chr20	3063202	3065370
ENSG00000185019	chr20	3088219	3140842
ENSG00000215251	chr20	3127165	3140543
ENSG00000088899	chr20	3143263	3154192
ENSG00000198171	chr20	3170996	3185331
ENSG00000125877	chr20	3189514	3204516
ENSG00000088836	chr20	3208063	3219836
ENSG00000088854	chr20	3229951	3388272
ENSG00000088812	chr20	3451687	3631769
ENSG00000125861	chr20	3639939	3644046
ENSG00000149451	chr20	3648612	3662893
ENSG00000088827	chr20	3667617	3687775
ENSG00000132622	chr20	3713314	3733758
ENSG00000101220	chr20	3734155	3749034
ENSG00000101222	chr20	3758151	3762095
ENSG00000125817	chr20	3764498	3767337
ENSG00000101224	chr20	3767578	3786762
ENSG00000125843	chr20	3801178	3805949
ENSG00000088888	chr20	3827487	3849280
ENSG00000125779	chr20	3869486	3907605
ENSG00000101236	chr20	3907956	3996229
ENSG00000205300	chr20	4050799	4055812
ENSG00000088826	chr20	4101627	4168394
ENSG00000171873	chr20	4201329	4229721
ENSG00000171867	chr20	4666882	4682236
ENSG00000171864	chr20	4702556	4709106
ENSG00000180259	chr20	4711928	4721314
ENSG00000101265	chr20	4760669	4804291
ENSG00000089057	chr20	4833002	4990939
ENSG00000089063	chr20	5080486	5093749
ENSG00000132646	chr20	5095599	5107272
ENSG00000101290	chr20	5107432	5178533
ENSG00000101292	chr20	5282317	5297378
ENSG00000125772	chr20	5525085	5591672
ENSG00000171984	chr20	5731039	5844558
ENSG00000089199	chr20	5892076	5906007
ENSG00000089195	chr20	5917881	5931182
ENSG00000125885	chr20	5931298	5975852
ENSG00000088766	chr20	5986736	6020699
ENSG00000125872	chr20	6021424	6034695
ENSG00000101311	chr20	6055492	6104191
ENSG00000125845	chr20	6748311	6760927
ENSG00000101323	chr20	7863628	7921121
ENSG00000125827	chr20	7957995	8000476
ENSG00000182621	chr20	8112824	8949003
ENSG00000101333	chr20	9049410	9461889
ENSG00000125869	chr20	9495005	9511171
ENSG00000101349	chr20	9518036	9819689
ENSG00000132623	chr20	9966774	10037410
ENSG00000132639	chr20	10199478	10288066
ENSG00000125863	chr20	10381657	10414870
ENSG00000149346	chr20	10415951	10617477
ENSG00000101384	chr20	10618332	10654694
ENSG00000125899	chr20	11008408	11010014
ENSG00000132640	chr20	11871371	11907257
ENSG00000172296	chr20	12989627	13147411
ENSG00000101230	chr20	13202418	13281298
ENSG00000089123	chr20	13246709	13619587
ENSG00000089048	chr20	13694969	13765532
ENSG00000101247	chr20	13765596	13799067
ENSG00000101251	chr20	13829893	13977089
ENSG00000172264	chr20	13976015	16033842
ENSG00000125848	chr20	14303634	14318262
ENSG00000089177	chr20	16252749	16554078
ENSG00000125870	chr20	16710606	16722421
ENSG00000125879	chr20	16729003	16750707
ENSG00000125851	chr20	17206752	17465223
ENSG00000125864	chr20	17474550	17549865
ENSG00000125868	chr20	17550508	17590564
ENSG00000125844	chr20	17594323	17662940
ENSG00000125888	chr20	17674317	17716516
ENSG00000089006	chr20	17922241	17949623
ENSG00000125850	chr20	17937623	18039832
ENSG00000125871	chr20	17949556	17971765
ENSG00000232838	chr20	18118517	18123813
ENSG00000149474	chr20	18118762	18169031
ENSG00000125846	chr20	18269121	18297640
ENSG00000089091	chr20	18364011	18447925
ENSG00000132664	chr20	18447771	18465287
ENSG00000089050	chr20	18467184	18477887
ENSG00000101310	chr20	18488137	18542059
ENSG00000125821	chr20	18568537	18744561
ENSG00000149443	chr20	18790372	18810797
ENSG00000132631	chr20	18794370	18795033
ENSG00000185052	chr20	19193290	19703581
ENSG00000268628	chr20	19738296	19738679
ENSG00000132669	chr20	19867165	19983101
ENSG00000173418	chr20	19997760	20014299
ENSG00000101343	chr20	20015012	20036690
ENSG00000089101	chr20	20033158	20341346
ENSG00000173404	chr20	20348765	20351590
ENSG00000188559	chr20	20370196	20693131
ENSG00000088930	chr20	21283942	21370463
ENSG00000125816	chr20	21376005	21378666
ENSG00000125820	chr20	21491648	21494664
ENSG00000125813	chr20	21686297	21696620
ENSG00000125798	chr20	22561643	22566093
ENSG00000132671	chr20	23016057	23017314
ENSG00000178726	chr20	23026270	23030378
ENSG00000125810	chr20	23059986	23066977
ENSG00000269407	chr20	23330015	23334066
ENSG00000132661	chr20	23331373	23335414
ENSG00000125812	chr20	23342787	23353700
ENSG00000125814	chr20	23355159	23402125
ENSG00000125823	chr20	23420322	23425567
ENSG00000125831	chr20	23431040	23433494
ENSG00000125815	chr20	23471738	23476655
ENSG00000101435	chr20	23545369	23549386
ENSG00000173335	chr20	23583047	23586513
ENSG00000101439	chr20	23608534	23619110
ENSG00000101441	chr20	23666277	23669677
ENSG00000170373	chr20	23728190	23731905
ENSG00000170369	chr20	23804406	23807368
ENSG00000170367	chr20	23856572	23860387
ENSG00000149435	chr20	23965690	23969416
ENSG00000101463	chr20	24449835	24647252
ENSG00000077984	chr20	24929866	24940564
ENSG00000101474	chr20	24943561	24973615
ENSG00000154930	chr20	24986868	25039616
ENSG00000100987	chr20	25051521	25062996
ENSG00000197586	chr20	25176329	25207365
ENSG00000268302	chr20	25207122	25207370
ENSG00000100994	chr20	25228705	25278650
ENSG00000100997	chr20	25275379	25371619
ENSG00000101003	chr20	25388363	25433264
ENSG00000101004	chr20	25433341	25566153
ENSG00000170191	chr20	25593571	25604811
ENSG00000130684	chr20	25654851	25677477
ENSG00000175170	chr20	25744102	25848861
ENSG00000149531	chr20	29611857	29634010
ENSG00000215547	chr20	29845467	29847435
ENSG00000215545	chr20	29891015	29896388
ENSG00000131068	chr20	29956421	29961726
ENSG00000180483	chr20	29964967	29978406
ENSG00000204548	chr20	29992648	30000641
ENSG00000180424	chr20	30028322	30038060
ENSG00000180383	chr20	30053309	30064560
ENSG00000088320	chr20	30063096	30072708
ENSG00000101294	chr20	30102231	30157370
ENSG00000125968	chr20	30193086	30194318
ENSG00000131055	chr20	30225691	30232809
ENSG00000171552	chr20	30252255	30311792
ENSG00000268457	chr20	30309001	30309134
ENSG00000088325	chr20	30327074	30389608
ENSG00000101306	chr20	30407111	30422492
ENSG00000179772	chr20	30432103	30433420
ENSG00000149599	chr20	30435440	30458550
ENSG00000131044	chr20	30458505	30532764
ENSG00000088356	chr20	30532758	30539895
ENSG00000260903	chr20	30555805	30591190
ENSG00000101331	chr20	30598245	30619984
ENSG00000101336	chr20	30639991	30689659
ENSG00000101337	chr20	30697309	30755061
ENSG00000126003	chr20	30780306	30795594
ENSG00000101346	chr20	30795683	30826470
ENSG00000101350	chr20	30865467	30922814
ENSG00000171456	chr20	30946155	31027122
ENSG00000197183	chr20	31030862	31172876
ENSG00000204393	chr20	31175281	31196695
ENSG00000149600	chr20	31290493	31331803
ENSG00000088305	chr20	31350191	31397162
ENSG00000101367	chr20	31407699	31438211
ENSG00000215529	chr20	31446729	31549006
ENSG00000167098	chr20	31571579	31592239
ENSG00000078898	chr20	31595406	31611515
ENSG00000167104	chr20	31619454	31631853
ENSG00000186190	chr20	31643230	31661434
ENSG00000186191	chr20	31667450	31699557
ENSG00000131050	chr20	31749574	31769218
ENSG00000131059	chr20	31805116	31815564
ENSG00000269117	chr20	31823091	31823387
ENSG00000198183	chr20	31823801	31831115
ENSG00000125999	chr20	31861286	31897684
ENSG00000101391	chr20	31946645	31989367
ENSG00000101400	chr20	31995761	32031698
ENSG00000078699	chr20	32077881	32237842
ENSG00000125967	chr20	32244893	32262269
ENSG00000149609	chr20	32250090	32253425
ENSG00000182584	chr20	32254304	32256331
ENSG00000101412	chr20	32263489	32274210
ENSG00000101417	chr20	32294512	32308125
ENSG00000131061	chr20	32319463	32380075
ENSG00000101421	chr20	32399110	32442172
ENSG00000125970	chr20	32581452	32696114
ENSG00000125977	chr20	32676104	32700138
ENSG00000101440	chr20	32782375	32857150
ENSG00000101444	chr20	32868074	32899608
ENSG00000078747	chr20	32951041	33099198
ENSG00000125971	chr20	33104214	33128762
ENSG00000101460	chr20	33134658	33148149
ENSG00000101464	chr20	33148346	33264910
ENSG00000198646	chr20	33284722	33413452
ENSG00000078804	chr20	33292094	33301243
ENSG00000131067	chr20	33432523	33460663
ENSG00000131069	chr20	33459949	33515769
ENSG00000100983	chr20	33516236	33543620
ENSG00000078814	chr20	33563206	33590240
ENSG00000100991	chr20	33590207	33680674
ENSG00000088298	chr20	33703167	33865928
ENSG00000101000	chr20	33759876	33765165
ENSG00000125966	chr20	33814457	33864801
ENSG00000242372	chr20	33866714	33872788
ENSG00000125998	chr20	33873534	33880204
ENSG00000101019	chr20	33890369	33999944
ENSG00000204183	chr20	34020827	34023248
ENSG00000125965	chr20	34021145	34042568
ENSG00000126001	chr20	34042985	34099804
ENSG00000125975	chr20	34111014	34117481
ENSG00000125991	chr20	34129770	34145405
ENSG00000061656	chr20	34203814	34208971
ENSG00000214078	chr20	34213953	34252878
ENSG00000272897	chr20	34220262	34262466
ENSG00000244462	chr20	34236847	34252878
ENSG00000244005	chr20	34255977	34287281
ENSG00000125995	chr20	34287194	34288906
ENSG00000131051	chr20	34291531	34330234
ENSG00000025293	chr20	34359896	34538303
ENSG00000171222	chr20	34541539	34547394
ENSG00000149646	chr20	34556512	34618622
ENSG00000088367	chr20	34679426	34820721
ENSG00000269650	chr20	34756461	34758180
ENSG00000131043	chr20	34824381	34858840
ENSG00000080845	chr20	34894258	35157040
ENSG00000101335	chr20	35169887	35178228
ENSG00000118707	chr20	35201891	35222353
ENSG00000259399	chr20	35202956	35240787
ENSG00000101084	chr20	35234137	35240960
ENSG00000101082	chr20	35240721	35274619
ENSG00000101079	chr20	35280169	35374481
ENSG00000149636	chr20	35380194	35402221
ENSG00000149639	chr20	35405845	35492089
ENSG00000101342	chr20	35504524	35522638
ENSG00000101347	chr20	35518632	35580246
ENSG00000080839	chr20	35624752	35724398
ENSG00000269846	chr20	35724188	35725581
ENSG00000101353	chr20	35729629	35807991
ENSG00000118705	chr20	35806813	35870022
ENSG00000118702	chr20	35879489	35890238
ENSG00000101363	chr20	35918041	35945663
ENSG00000197122	chr20	35973088	36034453
ENSG00000166619	chr20	36120874	36156333
ENSG00000053438	chr20	36149617	36152092
ENSG00000132792	chr20	36322408	36500531
ENSG00000132821	chr20	36531499	36573752
ENSG00000101407	chr20	36611409	36661870
ENSG00000101413	chr20	36661948	36720768
ENSG00000198959	chr20	36756863	36794980
ENSG00000149633	chr20	36838890	36889174
ENSG00000101425	chr20	36888551	36965907
ENSG00000129988	chr20	36974759	37005665
ENSG00000170471	chr20	37101459	37207504
ENSG00000182035	chr20	37209838	37217106
ENSG00000124143	chr20	37230577	37279678
ENSG00000101438	chr20	37353105	37358015
ENSG00000101442	chr20	37377085	37400834
ENSG00000101445	chr20	37434348	37551667
ENSG00000101447	chr20	37554955	37581703
ENSG00000101452	chr20	37590942	37668366
ENSG00000204103	chr20	39314488	39317880
ENSG00000198900	chr20	39657458	39753127
ENSG00000124181	chr20	39765600	39811629
ENSG00000174306	chr20	39807088	39946312
ENSG00000132793	chr20	39969560	39989222
ENSG00000183798	chr20	39988606	39995467
ENSG00000124177	chr20	40030741	40247133
ENSG00000196090	chr20	40701392	41818610
ENSG00000124193	chr20	42086568	42092245
ENSG00000185513	chr20	42136320	42179590
ENSG00000101049	chr20	42187608	42216877
ENSG00000101052	chr20	42219571	42275936
ENSG00000101057	chr20	42295754	42345136
ENSG00000124196	chr20	42354804	42355638
ENSG00000124191	chr20	42543504	42698256
ENSG00000149596	chr20	42740335	42816218
ENSG00000132823	chr20	42825136	42839431
ENSG00000124194	chr20	42875887	42909013
ENSG00000197296	chr20	42931478	42939809
ENSG00000101074	chr20	42965626	42979875
ENSG00000101076	chr20	42984340	43061485
ENSG00000168746	chr20	43080624	43093984
ENSG00000124120	chr20	43104526	43123244
ENSG00000132824	chr20	43124862	43150750
ENSG00000168734	chr20	43160426	43252888
ENSG00000269605	chr20	43234346	43248126
ENSG00000196839	chr20	43248163	43280874
ENSG00000064205	chr20	43343485	43357150
ENSG00000124249	chr20	43374421	43379675
ENSG00000101098	chr20	43380449	43438979
ENSG00000166913	chr20	43514317	43537173
ENSG00000101104	chr20	43538703	43587676
ENSG00000025772	chr20	43570771	43589127
ENSG00000101109	chr20	43595115	43708600
ENSG00000124134	chr20	43720951	43729753
ENSG00000175121	chr20	43738093	43743813
ENSG00000168703	chr20	43752066	43753106
ENSG00000124102	chr20	43803517	43805185
ENSG00000124233	chr20	43835638	43838413
ENSG00000124157	chr20	43849941	43853099
ENSG00000124107	chr20	43880880	43883205
ENSG00000124159	chr20	43922085	43937169
ENSG00000124232	chr20	43935491	43945803
ENSG00000124145	chr20	43953928	43977064
ENSG00000204070	chr20	43990577	44005438
ENSG00000254806	chr20	43991840	44039250
ENSG00000124251	chr20	44002526	44036529
ENSG00000244274	chr20	44034697	44039250
ENSG00000124155	chr20	44044717	44054884
ENSG00000269549	chr20	44074071	44077220
ENSG00000268111	chr20	44095910	44107452
ENSG00000101443	chr20	44098346	44110172
ENSG00000101446	chr20	44141101	44144264
ENSG00000243543	chr20	44162835	44168134
ENSG00000249139	chr20	44165625	44176065
ENSG00000101448	chr20	44165625	44176391
ENSG00000158901	chr20	44179792	44207965
ENSG00000180205	chr20	44236578	44259907
ENSG00000180305	chr20	44258165	44259835
ENSG00000180083	chr20	44277202	44298909
ENSG00000182931	chr20	44313292	44333658
ENSG00000168634	chr20	44330655	44337456
ENSG00000149651	chr20	44350990	44354469
ENSG00000124116	chr20	44376583	44420571
ENSG00000101457	chr20	44420576	44440066
ENSG00000175063	chr20	44441215	44445596
ENSG00000101470	chr20	44451853	44462384
ENSG00000124104	chr20	44462449	44471914
ENSG00000101473	chr20	44470360	44486045
ENSG00000132801	chr20	44486256	44507761
ENSG00000168612	chr20	44509866	44513905
ENSG00000149634	chr20	44515128	44516274
ENSG00000124257	chr20	44517264	44519926
ENSG00000064601	chr20	44518783	44527459
ENSG00000100979	chr20	44527399	44540794
ENSG00000100982	chr20	44563267	44576662
ENSG00000198026	chr20	44577292	44600833
ENSG00000100985	chr20	44637547	44645200
ENSG00000124140	chr20	44650356	44688784
ENSG00000124160	chr20	44689624	44718591
ENSG00000101017	chr20	44746911	44758502
ENSG00000149654	chr20	44802372	44937137
ENSG00000080189	chr20	44978167	44993043
ENSG00000062598	chr20	44994688	45061704
ENSG00000198185	chr20	45129701	45142198
ENSG00000149635	chr20	45169585	45179213
ENSG00000158296	chr20	45186463	45304714
ENSG00000172315	chr20	45313004	45318418
ENSG00000197496	chr20	45338126	45364965
ENSG00000064655	chr20	45523263	45817492
ENSG00000101040	chr20	45837859	45985567
ENSG00000267882	chr20	45947246	45949467
ENSG00000124151	chr20	46130601	46285621
ENSG00000196562	chr20	46285092	46415360
ENSG00000124126	chr20	47240790	47444420
ENSG00000124198	chr20	47538427	47653230
ENSG00000124207	chr20	47662849	47713489
ENSG00000124214	chr20	47729878	47804904
ENSG00000124228	chr20	47835884	47860614
ENSG00000124201	chr20	47854483	47894963
ENSG00000158445	chr20	47980414	48099184
ENSG00000124212	chr20	48120411	48184683
ENSG00000158470	chr20	48249482	48330415
ENSG00000197818	chr20	48429250	48508779
ENSG00000158480	chr20	48519928	48532080
ENSG00000124226	chr20	48552948	48570429
ENSG00000124216	chr20	48599536	48605423
ENSG00000124208	chr20	48697661	48770174
ENSG00000244687	chr20	48697661	48732496
ENSG00000240849	chr20	48697663	48770335
ENSG00000172216	chr20	48807376	48809212
ENSG00000196396	chr20	49126891	49201299
ENSG00000042062	chr20	49202645	49308065
ENSG00000124171	chr20	49348081	49373332
ENSG00000124243	chr20	49411431	49493714
ENSG00000101126	chr20	49505585	49547958
ENSG00000000419	chr20	49551404	49575092
ENSG00000124217	chr20	49575363	49577820
ENSG00000026559	chr20	49620193	49639666
ENSG00000101096	chr20	50003494	50179370
ENSG00000054793	chr20	50213053	50385173
ENSG00000101115	chr20	50400581	50419059
ENSG00000020256	chr20	50668202	50820847
ENSG00000182463	chr20	51588946	52111869
ENSG00000227164	chr20	52105495	52106164
ENSG00000171940	chr20	52183604	52226446
ENSG00000064787	chr20	52553316	52687304
ENSG00000019186	chr20	52769988	52790512
ENSG00000101132	chr20	52824386	52844591
ENSG00000101134	chr20	53092136	53267710
ENSG00000054803	chr20	54572496	54580528
ENSG00000124089	chr20	54823788	54824871
ENSG00000124098	chr20	54933971	54943719
ENSG00000087586	chr20	54944445	54967393
ENSG00000101138	chr20	54967427	54979518
ENSG00000087589	chr20	54987168	55034396
ENSG00000022277	chr20	55043647	55093943
ENSG00000124091	chr20	55066548	55100981
ENSG00000124103	chr20	55092243	55101198
ENSG00000213714	chr20	55108302	55111576
ENSG00000087510	chr20	55204358	55214339
ENSG00000101144	chr20	55743804	55841685
ENSG00000054796	chr20	55904815	55919050
ENSG00000101146	chr20	55926066	55954267
ENSG00000256222	chr20	55933496	55934878
ENSG00000132819	chr20	55966463	55984389
ENSG00000124092	chr20	56071035	56100708
ENSG00000124253	chr20	56136136	56141513
ENSG00000124256	chr20	56178902	56195632
ENSG00000124225	chr20	56223448	56286592
ENSG00000124237	chr20	56725960	56736206
ENSG00000124227	chr20	56793551	56803709
ENSG00000124224	chr20	56806188	56884495
ENSG00000124209	chr20	56884752	56942563
ENSG00000124164	chr20	56964178	57026157
ENSG00000198768	chr20	57034157	57090187
ENSG00000268941	chr20	57209828	57210772
ENSG00000124222	chr20	57226328	57254582
ENSG00000254995	chr20	57226490	57290466
ENSG00000215440	chr20	57264187	57294294
ENSG00000087460	chr20	57414773	57486247
ENSG00000101158	chr20	57556263	57570188
ENSG00000101160	chr20	57570240	57582302
ENSG00000101162	chr20	57594309	57601709
ENSG00000124172	chr20	57600522	57607437
ENSG00000101166	chr20	57608200	57617964
ENSG00000124203	chr20	57766075	57834168
ENSG00000124205	chr20	57875482	57901047
ENSG00000087495	chr20	58152564	58422766
ENSG00000196074	chr20	58438618	58508710
ENSG00000196227	chr20	58508819	58523735
ENSG00000132825	chr20	58511894	58515352
ENSG00000124215	chr20	58533471	58609066
ENSG00000176659	chr20	58630980	58648008
ENSG00000179242	chr20	59827482	60515673
ENSG00000179253	chr20	60292562	60294804
ENSG00000130699	chr20	60528525	60640866
ENSG00000149657	chr20	60697517	60710434
ENSG00000101182	chr20	60711791	60718496
ENSG00000184402	chr20	60718822	60757540
ENSG00000101181	chr20	60758085	60778624
ENSG00000101180	chr20	60790026	60795323
ENSG00000130703	chr20	60813580	60871268
ENSG00000130706	chr20	60877149	60883918
ENSG00000130702	chr20	60883011	60942368
ENSG00000171858	chr20	60962172	60963576
ENSG00000149679	chr20	60963688	60982341
ENSG00000130701	chr20	60985293	61002589
ENSG00000130700	chr20	61038553	61051026
ENSG00000174407	chr20	61147660	61167971
ENSG00000167046	chr20	61272071	61274656
ENSG00000101187	chr20	61273797	61317137
ENSG00000101188	chr20	61340189	61394123
ENSG00000101189	chr20	61427805	61431945
ENSG00000060491	chr20	61436187	61445352
ENSG00000092758	chr20	61447596	61472511
ENSG00000101190	chr20	61472467	61493115
ENSG00000101191	chr20	61509090	61569304
ENSG00000101193	chr20	61569471	61576996
ENSG00000101194	chr20	61584052	61599949
ENSG00000125533	chr20	61637331	61638387
ENSG00000149658	chr20	61826781	61847586
ENSG00000101197	chr20	61867235	61871859
ENSG00000101198	chr20	61872136	61904046
ENSG00000101199	chr20	61904137	61921142
ENSG00000101203	chr20	61924538	61966203
ENSG00000101204	chr20	61975420	62009753
ENSG00000075043	chr20	62037542	62103993
ENSG00000101210	chr20	62119366	62130505
ENSG00000125534	chr20	62152077	62153559
ENSG00000101213	chr20	62159778	62168723
ENSG00000125508	chr20	62172163	62178857
ENSG00000125531	chr20	62184373	62188061
ENSG00000130589	chr20	62189439	62205592
ENSG00000101216	chr20	62218955	62258394
ENSG00000197457	chr20	62271061	62284780
ENSG00000258366	chr20	62289163	62328416
ENSG00000026036	chr20	62290653	62330037
ENSG00000243509	chr20	62328021	62330037
ENSG00000101246	chr20	62329996	62339377
ENSG00000197114	chr20	62338817	62367494
ENSG00000273154	chr20	62340216	62370456
ENSG00000203896	chr20	62366815	62370456
ENSG00000273047	chr20	62369623	62371751
ENSG00000125520	chr20	62371214	62374858
ENSG00000130584	chr20	62375019	62462597
ENSG00000269223	chr20	62474779	62475273
ENSG00000183260	chr20	62492566	62494341
ENSG00000268858	chr20	62492879	62493217
ENSG00000101150	chr20	62496596	62522898
ENSG00000101152	chr20	62526518	62567384
ENSG00000198276	chr20	62571186	62587769
ENSG00000267848	chr20	62585007	62585495
ENSG00000196700	chr20	62588055	62680113
ENSG00000130590	chr20	62605466	62611361
ENSG00000101161	chr20	62612488	62664453
ENSG00000203883	chr20	62679076	62680994
ENSG00000171703	chr20	62681189	62703700
ENSG00000171700	chr20	62704534	62711323
ENSG00000125510	chr20	62711526	62731996
ENSG00000171695	chr20	62714733	62715712
ENSG00000125522	chr20	62737173	62738524
ENSG00000196132	chr20	62783144	62873604
ENSG00000203880	chr20	62887094	62926855
ENSG00000166157	chr21	10906201	11029719
ENSG00000256715	chr21	14741931	14745386
ENSG00000166351	chr21	14982498	15013906
ENSG00000269011	chr21	15051621	15053459
ENSG00000188992	chr21	15481134	15583166
ENSG00000185272	chr21	15588451	15600693
ENSG00000155304	chr21	15743436	15755805
ENSG00000155307	chr21	15857549	15955723
ENSG00000243440	chr21	15964251	16031142
ENSG00000180530	chr21	16333556	16437321
ENSG00000155313	chr21	17102344	17252377
ENSG00000232560	chr21	18811208	18821503
ENSG00000154639	chr21	18884700	18965897
ENSG00000154640	chr21	18965971	18985265
ENSG00000154642	chr21	19161284	19191703
ENSG00000154645	chr21	19273580	19639690
ENSG00000154646	chr21	19641433	19858197
ENSG00000154654	chr21	22370633	22915650
ENSG00000154719	chr21	26957968	26979829
ENSG00000154721	chr21	27011584	27089874
ENSG00000154723	chr21	27088815	27107984
ENSG00000154727	chr21	27106881	27144771
ENSG00000142192	chr21	27252861	27543446
ENSG00000166265	chr21	27838528	27945603
ENSG00000154734	chr21	28208066	28217728
ENSG00000154736	chr21	28290231	28338832
ENSG00000156239	chr21	30244513	30257693
ENSG00000198862	chr21	30300466	30365270
ENSG00000156253	chr21	30376705	30391699
ENSG00000156256	chr21	30396950	30426809
ENSG00000156261	chr21	30428126	30446118
ENSG00000156265	chr21	30449792	30548210
ENSG00000156273	chr21	30566392	31003071
ENSG00000171189	chr21	30909254	31312351
ENSG00000183653	chr21	30968360	31003067
ENSG00000156282	chr21	31538241	31538971
ENSG00000156284	chr21	31586324	31588391
ENSG00000188694	chr21	31653629	31655276
ENSG00000232263	chr21	31661463	31661832
ENSG00000197683	chr21	31691452	31692607
ENSG00000206107	chr21	31709331	31710012
ENSG00000186980	chr21	31720717	31720924
ENSG00000182816	chr21	31743709	31744557
ENSG00000198390	chr21	31768392	31769136
ENSG00000240432	chr21	31797583	31798286
ENSG00000186971	chr21	31802572	31803216
ENSG00000186970	chr21	31812597	31813070
ENSG00000184351	chr21	31852018	31852663
ENSG00000186965	chr21	31859362	31859755
ENSG00000244025	chr21	31863782	31864275
ENSG00000186967	chr21	31869142	31869451
ENSG00000186977	chr21	31873975	31874435
ENSG00000186925	chr21	31913854	31914183
ENSG00000244362	chr21	31933194	31933633
ENSG00000206106	chr21	31962424	31962716
ENSG00000212938	chr21	31964759	31965394
ENSG00000186930	chr21	31970909	31971219
ENSG00000186924	chr21	31973414	31973612
ENSG00000184724	chr21	31985750	31986249
ENSG00000244624	chr21	31988750	31989003
ENSG00000206105	chr21	31992946	31993169
ENSG00000184032	chr21	32007555	32007938
ENSG00000206104	chr21	32015183	32015455
ENSG00000231068	chr21	32090843	32091095
ENSG00000187026	chr21	32119112	32119551
ENSG00000187005	chr21	32127439	32127746
ENSG00000183640	chr21	32185016	32185570
ENSG00000182591	chr21	32252966	32253874
ENSG00000206102	chr21	32410478	32410795
ENSG00000156299	chr21	32490734	32932290
ENSG00000142168	chr21	33031935	33041244
ENSG00000156304	chr21	33043346	33104388
ENSG00000142149	chr21	33245628	33416946
ENSG00000159055	chr21	33640530	33651380
ENSG00000170262	chr21	33664124	33687095
ENSG00000142207	chr21	33683329	33765335
ENSG00000256073	chr21	33765439	33766254
ENSG00000166979	chr21	33784314	33887707
ENSG00000242220	chr21	33948862	33959683
ENSG00000265590	chr21	33951132	33984591
ENSG00000159079	chr21	33964389	33985176
ENSG00000159082	chr21	34001069	34100359
ENSG00000159086	chr21	34106210	34144169
ENSG00000205930	chr21	34144411	34266043
ENSG00000205929	chr21	34162985	34186053
ENSG00000205927	chr21	34398153	34401504
ENSG00000184221	chr21	34442450	34444726
ENSG00000229086	chr21	34537776	34542541
ENSG00000159110	chr21	34602206	34637980
ENSG00000249624	chr21	34619079	34655517
ENSG00000243646	chr21	34638663	34669539
ENSG00000142166	chr21	34696734	34732168
ENSG00000159128	chr21	34775202	34851655
ENSG00000142188	chr21	34804792	34852318
ENSG00000177692	chr21	34860497	34864027
ENSG00000159131	chr21	34876238	34915797
ENSG00000159140	chr21	34914924	34949812
ENSG00000159147	chr21	34931848	34961014
ENSG00000268265	chr21	34947431	34947645
ENSG00000249209	chr21	34956993	35284635
ENSG00000205758	chr21	34961647	35016232
ENSG00000205726	chr21	35014706	35272165
ENSG00000241837	chr21	35275757	35288284
ENSG00000243927	chr21	35445524	35515334
ENSG00000272962	chr21	35445870	35478561
ENSG00000198743	chr21	35445870	35478559
ENSG00000159197	chr21	35736323	35743688
ENSG00000205670	chr21	35747779	35780164
ENSG00000222018	chr21	35772615	35773370
ENSG00000243627	chr21	35791013	35796264
ENSG00000180509	chr21	35818988	35884573
ENSG00000159200	chr21	35885440	35987441
ENSG00000159212	chr21	36041688	36090525
ENSG00000159216	chr21	36160098	37376965
ENSG00000267812	chr21	37270353	37270727
ENSG00000268098	chr21	37402368	37417818
ENSG00000185917	chr21	37406839	37451687
ENSG00000159228	chr21	37442239	37445464
ENSG00000159231	chr21	37507210	37518864
ENSG00000142197	chr21	37529080	37666572
ENSG00000159256	chr21	37692487	37758446
ENSG00000159259	chr21	37757676	37791313
